部品コード,品名,工順,工程No,工程名,外注先NO,外注先名
SP100-200-103,AMﾍﾞｰｽ,4,1,鋳造,99999,秋葉
SP170,ｱｲﾗﾝﾌﾟ 260         XX,1,16,アルマイト,54023,大同
SP170,ｱｲﾗﾝﾌﾟ 260         XX,2,8,仕上加工,56999,秋葉
SP170,ｱｲﾗﾝﾌﾟ 260         XX,3,1,鋳造,99999,秋葉
SP4X22S-M,ｽﾌﾟﾘﾝｸﾞﾋﾟﾝ 4X22 SUS,1,3,購入品,4004,ﾑﾗﾁｮｳ
SPM6S-M,ｽﾅｯﾌﾟﾋﾟﾝ(ﾏﾂﾊﾞﾋﾟﾝ)M6 SUS,1,3,購入品,4004,ﾑﾗﾁｮｳ
SPO-49-0001,ﾌﾞﾗｹｯﾄ RH,1,14,電着,54007,三和
SPO-49-0001,ﾌﾞﾗｹｯﾄ RH,2,8,仕上加工,56001,ﾏﾙｺｳ
SPO-49-0001,ﾌﾞﾗｹｯﾄ RH,3,1,鋳造,99999,秋葉
SPO-49-0002,ﾓｰﾀｰﾍﾞｰｽ RH,1,1,鋳造,51209,三協
SPO-49-0004,ｼｬﾌﾄ RH,1,1,鋳造,51209,三協
SPO-49-0051,ﾌﾞﾗｹｯﾄ LH,1,14,電着,54007,三和
SPO-49-0051,ﾌﾞﾗｹｯﾄ LH,2,8,仕上加工,56001,ﾏﾙｺｳ
SPO-49-0051,ﾌﾞﾗｹｯﾄ LH,3,1,鋳造,99999,秋葉
SPO-49-0052,ﾓｰﾀｰﾍﾞｰｽ LH,1,1,鋳造,51209,三協
SPO-49-0054,ｼｬﾌﾄ LH,1,1,鋳造,51209,三協
SPR3X4.5PC-M,ｽﾍﾟｰｻｰ 3X4.5 ｸﾛﾒｰﾄ,1,3,購入品,4004,ﾑﾗﾁｮｳ
SPR5X13.7PC-M,ｽﾍﾟｰｻｰ 5X13.7 ｸﾛﾒｰﾄ(885)間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SPR5X14PC-M,ｽﾍﾟｰｻｰ 5X14 ｻﾝｶｸﾛﾒｰﾄ    間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SRHS2.6X6C-M,ｽﾘﾜﾘﾂｷ ﾄﾒﾈｼﾞ 2.6X6 ｸﾛﾒｰﾄ,1,3,購入品,4004,ﾑﾗﾁｮｳ
SRP4X20S-M,ｽﾊﾟｲﾛｰﾙﾋﾟﾝ 4X20 SUS     間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SS-01-GL-F,Omuron ﾍﾞｰｼｯｸｽｲｯﾁ,1,3,購入品,4004,ﾑﾗﾁｮｳ
ST15257ZR010,ｵｲﾙﾌｨﾗｰｷｬｯﾌﾟ,1,20,組立,56026,町田
STA0113001,SLEEVE-N/H         XX,1,1,鋳造,99999,秋葉
STA0150005,STA01 SLEEVE       XX,1,7,熱処理,55002,高崎
STA0150005,STA01 SLEEVE       XX,2,1,鋳造,99999,秋葉
STA0413001,SLEEVE N/H         XX,1,1,鋳造,99999,秋葉
STB0113001,SLEEVE-N/H         XX,1,1,鋳造,99999,秋葉
STBW4MS-M,ｿﾄﾊﾞﾜｯｼｬｰ 4M SUS        間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STBW5MS-M,ｿﾄﾊﾞﾜｯｼｬｰ 5M SUS        間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STBW6MS-M,ｿﾄﾊﾞﾜｯｼｬｰ 6M SUS        間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STBW8MS-M,ｿﾄﾊﾞﾜｯｼｬｰ 8M SUS        間,1,3,購入品,4004,ﾑﾗﾁｮｳ
ST-FILM-L-Y,ｽﾄﾚｯﾁﾌｨﾙﾑ 500X300,1,3,購入品,8005,中島商会
ST-FILM-Y,ｽﾄﾚｯﾁﾌｨﾙﾑ 300X500,1,3,購入品,8005,中島商会
STI-CASE,ｵｲﾙﾌｨﾗｰｷｬｯﾌﾟ 箱,1,3,購入品,8014,中央ﾊﾟｯｹ
STI-P-0002,STAY LH,1,23,検査,99999,秋葉
STI-P-0002,STAY LH,2,20,組立,56058,Kテクノ
STI-P-0002,STAY LH,3,12,研磨,56066,V-tec
STI-P-0002,STAY LH,4,15,塗装,55001,馬場
STI-P-0002,STAY LH,5,16,アルマイト,54023,大同
STI-P-0002,STAY LH,6,9,機械加工,56027,美才治
STI-P-0002,STAY LH,7,1,鋳造,99999,秋葉
STI-P-0003,STAY RH,1,23,検査,99999,秋葉
STI-P-0003,STAY RH,2,20,組立,56058,Kテクノ
STI-P-0003,STAY RH,3,12,研磨,56066,V-tec
STI-P-0003,STAY RH,4,15,塗装,55001,馬場
STI-P-0003,STAY RH,5,16,アルマイト,54023,大同
STI-P-0003,STAY RH,6,9,機械加工,56027,美才治
STI-P-0003,STAY RH,7,1,鋳造,99999,秋葉
STI-P-0004,BRKT LH,1,23,検査,99999,秋葉
STI-P-0004,BRKT LH,2,12,研磨,56066,V-tec
STI-P-0004,BRKT LH,3,15,塗装,55001,馬場
STI-P-0004,BRKT LH,4,16,アルマイト,54023,大同
STI-P-0004,BRKT LH,5,9,機械加工,56027,美才治
STI-P-0004,BRKT LH,6,1,鋳造,99999,秋葉
STI-P-0005,BRKT RH,1,23,検査,99999,秋葉
STI-P-0005,BRKT RH,2,12,研磨,56066,V-tec
STI-P-0005,BRKT RH,3,15,塗装,55001,馬場
STI-P-0005,BRKT RH,4,16,アルマイト,54023,大同
STI-P-0005,BRKT RH,5,9,機械加工,56027,美才治
STI-P-0005,BRKT RH,6,1,鋳造,99999,秋葉
STI-P-0006-P,ｽﾍﾟ-ｻ-A,1,3,購入品,57046,淡島
STI-P-0007-P,ｽﾍﾟ-ｻ-B,1,3,購入品,57046,淡島
STM0110005,STM01 SLEEVE       XX,1,1,鋳造,99999,秋葉
STN0110005,STN01 SLEEVE N/H   XX,1,1,鋳造,99999,秋葉
STR-26-CTRLSP-N,TR-26 CTRL ﾊﾌﾞSP S1.5T,1,3,購入品,4003,中里SP
STR-26-HBSP-N,"TR-26 300,500ﾊﾌﾞSP S1.5T",1,3,購入品,4003,中里SP
STR-26-T7SP-N,TR-26 700系 ﾊﾌﾞSP S1.4T,1,3,購入品,4003,中里SP
STR-29-SP-N,TR-29 ｽﾌﾟﾘﾝｸﾞ S1.8C,1,3,購入品,4003,中里SP
STR-29-TEC-SP-N,TR-29-TEC ｽﾌﾟﾘﾝｸﾞ S2.3C,1,3,購入品,4003,中里SP
STR-34-ESJ-SM-N,TR-34-ESJ ｻﾑﾀﾝ仕様SP,1,3,購入品,4003,中里SP
STR-34-IB-N,TR-34 ｲﾀﾊﾞﾈ t=0.5,1,3,購入品,4003,中里SP
STR-41-N-SPL-N,TR-41-N700 ｽﾌﾟﾘﾝｸﾞL,1,3,購入品,4003,中里SP
STR-41-N-SP-N,TR-41-N700 ｽﾌﾟﾘﾝｸﾞR,1,3,購入品,4003,中里SP
STR-41-N-USSP-N,TR-41-N700 ｳｹｻﾞSWSP 0.65,1,3,購入品,4003,中里SP
STW10MACP-M,Cｶﾞﾀﾄﾒﾜ 10M ｼﾞｸﾖｳ A.C.P 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW12MACP-M,Cｶﾞﾀﾄﾒﾜ 12M ｼﾞｸﾖｳ A.C.P 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW12MS-M,Cｶﾞﾀﾄﾒﾜ 12M ｼﾞｸﾖｳ SUS   間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW13MACP-M,Cｶﾞﾀﾄﾒﾜ 13M ｼﾞｸﾖｳ A.C.P 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW14MACP-M,Cｶﾞﾀﾄﾒﾜ 14M ｼﾞｸﾖｳ A.C.P 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW15MACP-M,Cｶﾞﾀﾄﾒﾜ 15M ｼﾞｸﾖｳ A.C.P 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW30MACP-M,Cｶﾞﾀﾄﾒﾜ 30M ｼﾞｸﾖｳ A.C.P,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW6MS-M,Cｶﾞﾀﾄﾒﾜ 6M ｼﾞｸﾖｳ SUS,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW8MS-M,Cｶﾞﾀﾄﾒﾜ 8M ｼﾞｸﾖｳ SUS    間,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW9MACP-M,Cｶﾞﾀﾄﾒﾜ 9M ｼﾞｸﾖｳ A.C.P,1,3,購入品,4004,ﾑﾗﾁｮｳ
STW9MS-M,Cｶﾞﾀﾄﾒﾜ 9M ｼﾞｸﾖｳ SUS    間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SUMICRON-M,ｽﾐｸﾛﾝｽﾌﾟﾚｰ              間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW10PC-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 10ﾊﾟｲ ｸﾛﾒｰﾄ,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW10PS-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 10ﾊﾟｲ SUS,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW10PU-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 10ﾊﾟｲ ﾕﾆｸﾛ,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW12PC-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 12ﾊﾟｲ ｸﾛﾒｰﾄ間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW3PC-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 3ﾊﾟｲ ｸﾛﾒｰﾄ 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW3PS-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 3ﾊﾟｲ SUS   間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW4PC-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 4ﾊﾟｲ ｸﾛﾒｰﾄ 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW4PS-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 4ﾊﾟｲ SUS   間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW4PU-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 4ﾊﾟｲ ﾕﾆｸﾛ  間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW5PC-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 5ﾊﾟｲ ｸﾛﾒｰﾄ 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW5PS-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 5ﾊﾟｲ SUS   間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW6PC6-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 6ﾊﾟｲ 六価  間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW6PC-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 6ﾊﾟｲ 三価　間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW6PS-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 6ﾊﾟｲ SUS   間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW6PTC-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 6ﾊﾟｲ ｻﾝｶｸﾛﾒ,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW8PC-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 8ﾊﾟｲ ｸﾛﾒｰﾄ 間,1,3,購入品,4004,ﾑﾗﾁｮｳ
SW8PU-M,ｽﾌﾟﾘﾝｸﾞﾜｯｼｬｰ 8ﾊﾟｲ ﾕﾆｸﾛ,1,3,購入品,4004,ﾑﾗﾁｮｳ
SWAAO-12010,SWA LEVER LH,1,15,塗装,55001,馬場
SWAAO-12010,SWA LEVER LH,2,8,仕上加工,56048,YSK
SWAAO-12010,SWA LEVER LH,3,1,鋳造,99999,秋葉
SWAEO-12010,SWA LEVER RH,1,15,塗装,55001,馬場
SWAEO-12010,SWA LEVER RH,2,8,仕上加工,56048,YSK
SWAEO-12010,SWA LEVER RH,3,1,鋳造,99999,秋葉
SZF00-12010-81,LEVER A            XX,1,17,メッキ,54002,山下
SZF00-12010-81,LEVER A            XX,2,1,鋳造,99999,秋葉
T00001,A-1 ﾏｰｸｱﾘ ROHS,1,20,組立,57038,KTS 
T00002,A-2 ACTV ROHS,1,25,出荷,0,#N/A
T00010,A-3-1 ROHS,1,20,組立,56058,Kテクノ
T00011,A-3-2 ROHS,1,20,組立,56058,Kテクノ
T00030,A-5-0 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00031,A-5-1 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00051,A-7 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00052,A-9-1 ROHS,1,20,組立,56026,町田
T00053,A-9-2 ROHS,1,20,組立,56026,町田
T00054,A-9-3,1,20,組立,56026,町田
T00061,A-14 ﾊﾝﾄﾞﾙﾂｷ ROHS,1,20,組立,57026,赤穂
T00062,A-14 ﾊﾝﾄﾞﾙ ROHS,1,20,組立,57999,秋葉
T00065,A-16-1 ROHS,1,20,組立,57026,赤穂
T00066,A-16-2 ROHS,1,20,組立,57026,赤穂
T00068,A-18-1 ROHS,1,20,組立,57026,赤穂
T00069,A-18-2 ROHS,1,20,組立,57026,赤穂
T00070,A-19-1-1 ROHS,1,20,組立,57026,赤穂
T00071,A-19-1-2 ROHS,1,20,組立,57026,赤穂
T00072,A-19-2-1 ROHS,1,20,組立,57026,赤穂
T00073,A-19-2-2 ROHS,1,20,組立,57026,赤穂
T00074,A-20-2 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00075,A-20-3 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00076,A-20-5 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00077,A-21-1 ROHS,1,20,組立,56058,Kテクノ
T00078,A-21-2 ROHS,1,20,組立,57026,赤穂
T00079,A-21-3 ROHS,1,20,組立,57026,赤穂
T00080,A-22 ROHS,1,20,組立,57026,赤穂
T00081,A-23-1 ROHS,1,20,組立,57026,赤穂
T00082,A-23-2 ROHS,1,20,組立,57026,赤穂
T00083,A-26-1 ROHS,1,20,組立,57026,赤穂
T00084,A-26-2 ROHS,1,20,組立,57026,赤穂
T00085,A-26-3 ROHS,1,20,組立,57999,秋葉
T00087,A-27-2,1,20,組立,57004,中沢銀
T00089,A-27-4,1,20,組立,57013,新井春江
T00111,A-32-1 ROHS,1,20,組立,57999,秋葉
T00112,A-32-2 ROHS,1,20,組立,57026,赤穂
T00116,A-33-4 ROHS,1,20,組立,57026,赤穂
T00117,A-33-5 ROHS,1,20,組立,57026,赤穂
T00118,A-33-6 ROHS,1,20,組立,57026,赤穂
T00118T1,A-33-6 T1,1,20,組立,57026,赤穂
T00136,A-36 ROHS,1,20,組立,56058,Kテクノ
T00141,A-42-A-1 ROHS,1,20,組立,57026,赤穂
T00142,A-42-A-2 ROHS,1,20,組立,57026,赤穂
T00143,A-42-A-3 ROHS,1,20,組立,57026,赤穂
T00143T1,A-42-A-3T1,1,20,組立,57026,赤穂
T00144,A-42-A-15 ROHS,1,20,組立,57026,赤穂
T00145,A-42-A-4 ROHS,1,20,組立,56058,Kテクノ
T00146,A-42-A-5 ROHS,1,20,組立,57026,赤穂
T00147,A-42-A-6 ROHS,1,20,組立,56058,Kテクノ
T00148,A-42-A-7 ROHS,1,20,組立,57026,赤穂
T00150,A-43-1 ROHS,1,20,組立,57999,秋葉
T00166,A-45-1 ROHS,1,20,組立,57999,秋葉
T00167,A-45-2 ROHS,1,20,組立,57999,秋葉
T00173,A-51-1-1 ROHS,1,20,組立,56058,Kテクノ
T00174,A-51-1-2 ROHS,1,20,組立,56058,Kテクノ
T00175,A-51-2-1 ROHS,1,20,組立,56058,Kテクノ
T00176,A-51-2-2 ROHS,1,20,組立,56058,Kテクノ
T00178,A-55-1 ROHS,1,20,組立,57999,秋葉
T00179,A-55-2 ROHS,1,20,組立,57038,KTS 
T00180,A-57 ROHS,1,20,組立,57032,原田忠男
T00181,A-61 ROHS,1,20,組立,57026,赤穂
T00182,#0061-H ROHS,1,20,組立,57026,赤穂
T00185,A-66 ROHS,1,25,出荷,0,#N/A
T00217,A-87-1 ROHS,1,20,組立,57038,KTS 
T00218,A-87-2 ROHS,1,20,組立,57038,KTS 
T00219,A-88 ROHS,1,20,組立,56058,Kテクノ
T00225,A-100-1 (L) ROHS,1,20,組立,57026,赤穂
T00226,A-100-1 (R) ROHS,1,20,組立,57026,赤穂
T00227,A-100-2 (L) ROHS,1,20,組立,57026,赤穂
T00228,A-100-2 (R) ROHS,1,20,組立,57026,赤穂
T00233,A-106-1 ROHS,1,20,組立,57026,赤穂
T00234,A-106-2 ROHS,1,20,組立,57026,赤穂
T00267,A-121 ROHS,1,20,組立,57038,KTS 
T00271,A-124-1,1,20,組立,57999,秋葉
T00272,A-124-2,1,20,組立,57999,秋葉
T00280,A-131-1 ROHS,1,20,組立,57038,KTS 
T00281,A-131-2 ROHS,1,20,組立,57038,KTS 
T00282,A-134-1 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00283,A-134-2,1,20,組立,4003,中里SP
T00284,A-139-1,1,20,組立,57999,秋葉
T00285,A-139-2 ROHS,1,20,組立,57026,赤穂
T00286,A-140-1-1 ACTV ROHS,1,25,出荷,0,#N/A
T00287,A-140-1-1 N7 ROHS,1,20,組立,57999,秋葉
T00288,A-140-1-1 7.5BG ROHS,1,20,組立,57999,秋葉
T00289,A-140-1-1 5Y7/1 ROHS,1,20,組立,57999,秋葉
T00290,A-140-1-2 ACTV ROHS,1,25,出荷,0,#N/A
T00291,A-140-1-2 N7 ROHS,1,20,組立,57999,秋葉
T00292,A-140-1-2 7.5BG ROHS,1,20,組立,57026,赤穂
T00295,A-140-2-1 N7 ROHS,1,20,組立,57026,赤穂
T00296,A-140-2-1 7.5BG6/1.5,1,20,組立,57026,赤穂
T00298,A-140-2-2 ROHS,1,20,組立,57026,赤穂
T00299,A-140-2-2 N7 ROHS,1,20,組立,57026,赤穂
T00300,A-140-2-2 7.5BG6/1.5,1,20,組立,57004,中沢銀
T00302,A-140-3-1 #0200,1,20,組立,57026,赤穂
T00303,A-140-3-1 N7 ROHS,1,20,組立,57026,赤穂
T00304,A-140-3-1 7.5BG6/1.5 ROHS,1,20,組立,57002,高橋
T00306,A-140-3-2,1,20,組立,57026,赤穂
T00307,A-140-3-2 N7,1,20,組立,57026,赤穂
T00308,A-140-3-2 7.5BG6/1.5,1,20,組立,57004,中沢銀
T00310,AP-140-0-1 N7 ROHS,1,20,組立,57026,赤穂
T00312,AP-140-0-2 N7 ROHS,1,20,組立,57026,赤穂
T00313,AP-140-0-2 7.5BG ROHS,1,20,組立,57026,赤穂
T00314,AP-140-1-1 N7 ROHS,1,20,組立,57026,赤穂
T00316,AP-140-1-2 N7 ROHS,1,20,組立,57026,赤穂
T00317,AP-140-1-2 7.5BG ROHS,1,20,組立,57026,赤穂
T00318,AP-140-2-1 N7 ROHS,1,20,組立,57026,赤穂
T00320,AP-140-2-2 N7 ROHS,1,20,組立,57026,赤穂
T00321,AP-140-2-2 7.5BG ROHS,1,20,組立,57026,赤穂
T00326,A-144 ROHS,1,20,組立,57026,赤穂
T00328,A-146-1 ROHS,1,20,組立,57026,赤穂
T00334,A-148-2 ROHS,1,20,組立,4020,ｼﾞｭｳｾﾞﾝ
T00342,A-151-1-1 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00343,A-151-1-2 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00344,A-151-2-1 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00345,A-151-2-2 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00349,A-154 ROHS,1,20,組立,57999,秋葉
T00371,A-169-H ROHS,1,20,組立,57999,秋葉
T00374,A-172-1 R ROHS,1,20,組立,56058,Kテクノ
T00377,A-173-1 ROHS,1,20,組立,57026,赤穂
T00378,A-173-2 ROHS,1,20,組立,57026,赤穂
T00379,A-173-3 ROHS,1,20,組立,57026,赤穂
T00394,A-174-0 ROHS,1,20,組立,57026,赤穂
T00395,A-174-1 ROHS,1,20,組立,57038,KTS 
T00396,A-174-2 ROHS,1,20,組立,57038,KTS 
T00397,A-174-3 ROHS,1,20,組立,56026,町田
T00398,A-174-4 ROHS,1,20,組立,57038,KTS 
T00486,A-178-0 ROHS,1,20,組立,57026,赤穂
T00487,A-178-1 ROHS,1,20,組立,57026,赤穂
T00488,A-178-2 ROHS,1,20,組立,57026,赤穂
T00489,A-178-3 ROHS,1,20,組立,57026,赤穂
T00490,A-178-4 ROHS,1,20,組立,57026,赤穂
T00491,A-178-5 ROHS,1,20,組立,57026,赤穂
T00492,A-178-6 ROHS,1,20,組立,57026,赤穂
T00493,A-178-7 ROHS,1,20,組立,57026,赤穂
T00504,A-183-2 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00508,A-185-1 ﾏｰｸﾂｷ ROHS,1,15,塗装,55016,MKｻｲｴﾝｽ
T00509,A-185-2 ﾏ-ｸﾂｷ ROHS,1,15,塗装,55016,MKｻｲｴﾝｽ
T00546,A-201 ROHS,1,20,組立,57038,KTS 
T00547,A-202 ROHS,1,20,組立,57038,KTS 
T00548,A-203 ROHS,1,20,組立,56058,Kテクノ
T00549,A-204,1,20,組立,57038,KTS 
T00550,A-205,1,20,組立,57038,KTS 
T00554,A-213-1 L,1,20,組立,57026,赤穂
T00555,A-213-1 R,1,20,組立,57026,赤穂
T00556,A-213-2 L ROHS,1,20,組立,57026,赤穂
T00557,A-213-2 R ROHS,1,20,組立,57026,赤穂
T00563,A-229,1,20,組立,57037,ｵｵﾂｶ
T00564,A-231-2 ｼﾙﾊﾞｰ ROHS,1,20,組立,57037,ｵｵﾂｶ
T00571,A-247-1 ROHS,1,20,組立,57038,KTS 
T00573,A-250-2-1 ROHS,1,20,組立,57038,KTS 
T00574,A-250-2-2 ROHS,1,20,組立,57038,KTS 
T00575,A-250-3-1 ROHS,1,20,組立,57038,KTS 
T00576,A-250-3-2 ROHS,1,20,組立,57038,KTS 
T00577,A-250-4-1 ROHS,1,20,組立,57999,秋葉
T00578,A-250-4-2 ROHS,1,20,組立,57999,秋葉
T00579,A-254-1 ROHS,1,20,組立,57002,高橋
T00586,A-290-1 ROHS,1,20,組立,56026,町田
T00587,A-290-2 ROHS,1,20,組立,56026,町田
T00591,A-310-3 ROHS,1,20,組立,57026,赤穂
T00592,A-310-3 ﾊﾝﾄﾞﾙ ROHS,1,20,組立,57999,秋葉
T00606,A-314-1 ROHS,1,20,組立,57999,秋葉
T00607,A-314-1 H ROHS,1,20,組立,57999,秋葉
T00608,A-314-2 ROHS,1,20,組立,57999,秋葉
T00609,A-314-2 H ROHS,1,20,組立,57999,秋葉
T00612,A-316-2 ROHS,1,20,組立,56026,町田
T00613,A-316-2 H ROHS,1,20,組立,57999,秋葉
T00614,A-316-3 ROHS,1,20,組立,56026,町田
T00615,A-316-3 H ROHS,1,20,組立,57999,秋葉
T00618,A-400,1,20,組立,57002,高橋
T00621,A-403 ROHS,1,20,組立,56058,Kテクノ
T00623,A-430 CR ROHS,1,20,組立,56058,Kテクノ
T00658,A-910-1-1 ROHS,1,20,組立,56026,町田
T00659,A-910-1-2 ROHS,1,20,組立,56026,町田
T00660,A-910-2-1 ROHS,1,20,組立,56026,町田
T00661,A-910-2-2 ROHS,1,20,組立,56026,町田
T00844,A-250-1 ROHS,1,20,組立,57038,KTS 
T00845,A-250-2 ROHS,1,20,組立,57038,KTS 
T00847,A-261-2-2,1,20,組立,57026,赤穂
T00849,A-261-3-2,1,20,組立,57026,赤穂
T00887,A-241-1,1,20,組立,57026,赤穂
T00888,A-241-2 ROHS,1,20,組立,57026,赤穂
T00889,A-241-3,1,20,組立,0,#N/A
T00890,A-314-3 ROHS,1,20,組立,57999,秋葉
T00891,A-314-3 H ROHS,1,20,組立,57999,秋葉
T00894,A-430-1 5Y7/1,1,20,組立,56058,Kテクノ
T00905,A-316-4 ROHS,1,20,組立,56026,町田
T00906,A-316-4 H ROHS,1,20,組立,57999,秋葉
T00911,A-87-3 ROHS,1,20,組立,57038,KTS 
T00912,A-146-3 ROHS,1,20,組立,57026,赤穂
T00942,A-151-A-1-1 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00943,A-151-A-1-2 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00944,A-151-A-2-1 ROHS,1,20,組立,57037,ｵｵﾂｶ
T00945,A-151-A-2-2,1,20,組立,57037,ｵｵﾂｶ
T00948,A-425,1,20,組立,0,#N/A
T00952,A-480-A-1 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,1,20,組立,56026,町田
T00973,A-69-1N ROHS,1,25,出荷,0,#N/A
T00976,A-95 ROHS,1,20,組立,57999,秋葉
T00977,A-154-C-R ROHS,1,20,組立,57999,秋葉
T01000,A-33-1-1 ROHS,1,20,組立,57038,KTS 
T01001,A-33-1-2 ROHS,1,20,組立,57026,赤穂
T01002,A-33-2-1 ROHS,1,20,組立,57037,ｵｵﾂｶ
T01003,A-33-2-2 ROHS,1,20,組立,57038,KTS 
T01004,A-33-3-1 ROHS,1,20,組立,57999,秋葉
T01005,A-33-3-2 ROHS,1,20,組立,57038,KTS 
T01036,AP-140-0-1 5Y ROHS,1,20,組立,57026,赤穂
T01037,AP-140-0-2 5Y ROHS,1,20,組立,57026,赤穂
T01038,AP-140-1-1 5Y ROHS,1,20,組立,57026,赤穂
T01039,AP-140-1-2 5Y ROHS,1,20,組立,57026,赤穂
T01040,AP-140-2-1 5Y ROHS,1,20,組立,57026,赤穂
T01041,AP-140-2-2 5Y ROHS,1,20,組立,57026,赤穂
T01042,A-154-B ROHS,1,20,組立,57999,秋葉
T01064,A-42-J-1 ROHS,1,20,組立,57999,秋葉
T01065,A-42-J-2 ROHS,1,20,組立,57999,秋葉
T01066,A-42-J-3 ROHS,1,20,組立,57999,秋葉
T01067,A-42-J-15 ROHS,1,20,組立,57999,秋葉
T01068,A-42-J-4 ACTV ROHS,1,25,出荷,0,#N/A
T01069,A-42-J-5 ROHS,1,20,組立,57999,秋葉
T01070,A-42-J-6 ACTV ROHS,1,25,出荷,0,#N/A
T01071,A-42-J-7 ACTV ROHS,1,25,出荷,0,#N/A
T01072,A-151-B-1-1,1,20,組立,57037,ｵｵﾂｶ
T01088,A-480-A-2 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,1,20,組立,56026,町田
T01089,A-480-A-3 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,1,20,組立,56026,町田
T01117,A-480-B-1 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,1,20,組立,56026,町田
T01118,A-480-B-2 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,1,20,組立,56026,町田
T01119,A-480-B-3 ｸﾛ ﾄﾒｶﾞﾈﾂｷ ROHS,1,20,組立,56026,町田
T01136,A-69-2N ROHS,1,25,出荷,0,#N/A
T01137,A-69-3 ROHS,1,25,出荷,0,#N/A
T01146,A-151-B-2-1,1,20,組立,57037,ｵｵﾂｶ
T01147,A-154-A ROHS,1,20,組立,57999,秋葉
T01193,A-303-1 ROHS,1,20,組立,56026,町田
T01207,A-172-1 L ROHS,1,20,組立,56058,Kテクノ
T01210,A-140-W-1-1 ROHS,1,20,組立,57038,KTS 
